client_id,trainer_id,gender_score,style_score,availability_score,age_score,qualification_score,education_score,location_score,recency_score,experience_score,persona_score,goal_score,baseline_score_default_weights,match_outcome
CLT-1016,TRN-2025,0.0,0.3112,0.909,0.5,0.87,1.0,0.1032,0.5,0.3,0.3298,0.3012,0.438,0
CLT-1017,TRN-2001,0.0,0.2943,0.6985,1.0,0.61,0.3,0.4608,0.5,0.6,0.3926,0.2326,0.447,0
CLT-1017,TRN-2002,0.0,0.4323,0.7443,1.0,0.87,0.3,0.54,0.9245,0.9,0.2232,0.1758,0.551,0
CLT-1017,TRN-2003,0.0,0.3625,0.6244,1.0,0.87,0.3,0.4726,0.8642,1.0,0.2623,0.2405,0.5396,0
CLT-1017,TRN-2004,0.0,0.28,0.6048,1.0,0.61,0.3,0.4878,0.9396,0.7,0.3433,0.3354,0.498,0
CLT-1017,TRN-2005,0.0,0.3728,0.6871,0.5,0.61,0.3,0.4608,1.0,0.4,0.2446,0.3088,0.4485,0
CLT-1017,TRN-2006,0.0,0.3375,0.6081,1.0,0.61,0.3,0.3054,0.8189,1.0,0.3187,0.2736,0.4959,0
CLT-1017,TRN-2007,1.0,0.352,0.647,1.0,0.74,0.3,0.3479,0.2,1.0,0.2115,0.2003,0.5366,0
CLT-1017,TRN-2008,0.0,0.3127,0.5702,1.0,0.74,0.3,0.2221,0.4264,1.0,0.3668,0.2639,0.4624,0
CLT-1017,TRN-2009,1.0,0.2863,0.9385,1.0,0.61,0.3,0.2927,0.5,1.0,0.3294,0.3687,0.5916,0
CLT-1017,TRN-2010,0.0,0.3122,0.5846,0.5,0.61,0.3,0.3135,0.2,1.0,0.1591,0.5453,0.4266,0
CLT-1017,TRN-2011,1.0,0.2306,0.8828,0.5,1.0,0.3,0.3054,0.5,0.5,0.2846,0.2993,0.5297,0
CLT-1017,TRN-2012,1.0,0.3656,0.7643,1.0,0.74,0.3,0.4614,0.8189,0.2,0.1797,0.3385,0.5593,0
CLT-1017,TRN-2013,1.0,0.2075,0.6743,0.5,0.74,0.3,0.4614,0.5,0.5,0.22,0.2255,0.4801,0
CLT-1017,TRN-2014,1.0,0.7187,0.6124,1.0,0.87,0.3,0.4614,0.5,1.0,0.6059,0.9775,0.7622,1
CLT-1017,TRN-2015,0.0,0.3153,0.5515,1.0,0.61,0.3,0.2221,0.5,0.1,0.3189,0.2028,0.3621,0
CLT-1017,TRN-2016,1.0,0.2808,0.8914,0.5,1.0,0.3,0.2927,0.4566,1.0,0.2896,0.4734,0.6004,1
CLT-1017,TRN-2017,0.0,0.5106,0.5646,1.0,1.0,0.3,0.4608,0.2,1.0,0.2484,0.2565,0.5089,0
CLT-1017,TRN-2018,0.0,0.2155,0.8955,0.5,0.61,0.3,0.4608,1.0,1.0,0.3259,0.2311,0.4943,0
CLT-1017,TRN-2019,1.0,0.2306,0.7148,1.0,0.61,0.3,0.4878,0.5,0.7,0.2559,0.3316,0.5453,0
CLT-1017,TRN-2020,0.0,0.3738,0.6072,1.0,0.87,0.3,0.4765,0.4113,1.0,0.4107,0.2867,0.5149,0
CLT-1017,TRN-2021,0.0,0.2081,0.6169,1.0,0.74,0.3,0.3135,0.2,0.6,0.2406,0.3047,0.4023,0
CLT-1017,TRN-2022,0.0,0.3845,0.5762,1.0,0.87,0.3,0.2927,0.4113,0.1,0.3141,0.3263,0.4161,0
CLT-1017,TRN-2023,1.0,0.2566,0.7756,0.5,0.74,0.3,0.4608,0.5,0.8,0.2909,0.3304,0.5409,0
CLT-1017,TRN-2024,0.0,0.2546,0.8359,0.5,0.61,0.3,0.4614,0.683,1.0,0.2844,0.5212,0.5022,0
CLT-1017,TRN-2025,0.0,0.3343,0.7236,1.0,0.87,0.3,0.3581,0.5,0.3,0.198,0.2618,0.4383,0
CLT-1018,TRN-2001,0.5,0.3287,0.611,1.0,0.61,0.7,1.0,0.5,0.6,0.1747,0.2351,0.5412,0
CLT-1018,TRN-2002,0.5,0.2526,0.893,1.0,0.87,0.3,0.2954,0.9245,0.9,0.2893,0.2886,0.5823,0
CLT-1018,TRN-2003,0.5,0.2962,0.8734,1.0,0.87,0.3,0.5463,0.8642,1.0,0.3537,0.359,0.6257,0
CLT-1018,TRN-2004,0.5,0.305,0.7239,1.0,0.61,0.3,0.2995,0.9396,0.7,0.2589,0.4616,0.5514,0
CLT-1018,TRN-2005,0.5,0.318,0.6773,0.5,0.61,0.7,1.0,1.0,0.4,0.3734,0.29,0.5565,0
CLT-1018,TRN-2006,0.5,0.2495,0.7645,1.0,0.61,0.3,0.3511,0.8189,1.0,0.3839,0.3459,0.5606,0
CLT-1018,TRN-2007,0.5,0.3846,0.9003,1.0,0.74,0.3,0.6877,0.2,1.0,0.306,0.3786,0.579,0
CLT-1018,TRN-2008,0.5,0.1438,0.707,1.0,0.74,0.7,0.5479,0.4264,1.0,0.329,0.2225,0.5356,0
CLT-1018,TRN-2009,0.5,0.3064,0.8291,1.0,0.61,0.3,0.3898,0.5,1.0,0.2892,0.2912,0.5357,0
CLT-1018,TRN-2010,0.5,0.4023,0.8713,0.5,0.61,0.7,0.3573,0.2,1.0,0.2712,0.2306,0.4955,0
CLT-1018,TRN-2011,0.5,0.5188,0.7421,0.5,1.0,0.7,0.3511,0.5,0.5,0.3981,0.2744,0.5368,0
CLT-1018,TRN-2012,0.5,0.2,0.8279,1.0,0.74,0.7,0.3126,0.8189,0.2,0.2874,0.2962,0.5038,0
CLT-1018,TRN-2013,0.5,0.7733,0.6577,0.5,0.74,0.3,0.3126,0.5,0.5,0.2015,0.3629,0.5137,0
CLT-1018,TRN-2014,0.5,0.1758,0.7647,1.0,0.87,0.7,0.3126,0.5,1.0,0.3386,0.5538,0.5895,1
CLT-1018,TRN-2015,0.5,0.1665,0.767,1.0,0.61,0.7,0.5479,0.5,0.1,0.341,0.3073,0.4684,0
CLT-1018,TRN-2016,0.5,0.6906,0.7664,0.5,1.0,0.3,0.3898,0.4566,1.0,0.1438,0.3994,0.5891,1
CLT-1018,TRN-2017,0.5,0.3116,0.8999,1.0,1.0,0.3,1.0,0.2,1.0,0.4092,0.3002,0.6209,1
CLT-1018,TRN-2018,0.5,0.7779,0.8945,0.5,0.61,0.7,1.0,1.0,1.0,0.6897,0.9584,0.8003,1
CLT-1018,TRN-2019,0.5,0.3388,0.8562,1.0,0.61,0.7,0.2995,0.5,0.7,0.3089,0.3554,0.5353,0
CLT-1018,TRN-2020,0.5,0.2884,0.5978,1.0,0.87,0.3,0.4156,0.4113,1.0,0.4113,0.314,0.5456,0
CLT-1018,TRN-2021,0.5,0.3509,0.8268,1.0,0.74,0.3,0.3573,0.2,0.6,0.3508,0.3823,0.506,0
CLT-1018,TRN-2022,0.5,0.3765,0.6867,1.0,0.87,0.7,0.3898,0.4113,0.1,0.2223,0.2172,0.4757,0
CLT-1018,TRN-2023,0.5,0.357,0.9056,0.5,0.74,0.3,1.0,0.5,0.8,0.3741,0.2474,0.5636,1
CLT-1018,TRN-2024,0.5,0.3628,0.9114,0.5,0.61,0.3,0.3126,0.683,1.0,0.3147,0.2895,0.5257,0
CLT-1018,TRN-2025,0.5,0.3974,0.6857,1.0,0.87,0.3,0.5097,0.5,0.3,0.2628,0.27,0.5066,0
CLT-1019,TRN-2001,0.0,0.3499,0.5852,1.0,0.61,1.0,0.5,0.5,0.6,0.2545,0.3999,0.4929,0
CLT-1019,TRN-2002,0.0,0.3885,0.6234,1.0,0.87,1.0,0.5,0.9245,0.9,0.1872,0.4021,0.5901,0
CLT-1019,TRN-2003,0.0,0.3419,0.2372,1.0,0.87,1.0,0.5,0.8642,1.0,0.3487,0.3165,0.5515,0
CLT-1019,TRN-2004,0.0,0.2539,0.2629,1.0,0.61,1.0,0.5,0.9396,0.7,0.2823,0.368,0.4969,0
CLT-1019,TRN-2005,0.0,0.2758,0.5984,0.5,0.61,1.0,0.5,1.0,0.4,0.3186,0.1354,0.4438,0
CLT-1019,TRN-2006,0.0,0.2947,0.2435,1.0,0.61,1.0,0.5,0.8189,1.0,0.2522,0.2714,0.5018,0
CLT-1019,TRN-2007,1.0,0.1943,0.3878,1.0,0.74,1.0,0.5,0.2,1.0,0.1861,0.2877,0.5472,0
CLT-1019,TRN-2008,0.0,0.2934,0.3649,1.0,0.74,1.0,0.5,0.4264,1.0,0.3173,0.3722,0.5089,0
CLT-1019,TRN-2009,1.0,0.9607,0.8445,1.0,0.61,1.0,0.5,0.5,1.0,0.7615,0.9519,0.8284,1
CLT-1019,TRN-2010,0.0,0.3476,0.3669,0.5,0.61,1.0,0.5,0.2,1.0,0.34,0.6402,0.4838,0
CLT-1019,TRN-2011,1.0,0.2484,0.7012,0.5,1.0,1.0,0.5,0.5,0.5,0.3054,0.3056,0.5666,0
CLT-1019,TRN-2012,1.0,0.3542,0.5697,1.0,0.74,1.0,0.5,0.8189,0.2,0.2204,0.3408,0.578,0
CLT-1019,TRN-2013,1.0,0.3284,0.6554,0.5,0.74,1.0,0.5,0.5,0.5,0.3839,0.3097,0.5508,0
CLT-1019,TRN-2014,1.0,0.1748,0.8746,1.0,0.87,1.0,0.5,0.5,1.0,0.2813,0.3244,0.6397,0
CLT-1019,TRN-2015,0.0,0.2397,0.6821,1.0,0.61,1.0,0.5,0.5,0.1,0.3295,0.3442,0.4393,0
CLT-1019,TRN-2016,1.0,0.3446,0.1693,0.5,1.0,1.0,0.5,0.4566,1.0,0.337,0.4157,0.5895,0
CLT-1019,TRN-2017,0.0,0.3003,0.7562,1.0,1.0,1.0,0.5,0.2,1.0,0.258,0.3461,0.5452,0
CLT-1019,TRN-2018,0.0,0.1621,0.1198,0.5,0.61,1.0,0.5,1.0,1.0,0.2404,0.3614,0.4648,0
CLT-1019,TRN-2019,1.0,0.7543,0.8626,1.0,0.61,1.0,0.5,0.5,0.7,0.8267,0.6765,0.7428,1
CLT-1019,TRN-2020,0.0,0.2971,0.137,1.0,0.87,1.0,0.5,0.4113,1.0,0.3423,0.8851,0.5719,0
CLT-1019,TRN-2021,0.0,0.3676,0.3501,1.0,0.74,1.0,0.5,0.2,0.6,0.2963,0.6068,0.4917,0
CLT-1019,TRN-2022,0.0,0.3051,0.8413,1.0,0.87,1.0,0.5,0.4113,0.1,0.369,0.5076,0.5066,0
CLT-1019,TRN-2023,1.0,0.3305,0.7798,0.5,0.74,1.0,0.5,0.5,0.8,0.3151,0.5321,0.6145,0
CLT-1019,TRN-2024,0.0,0.309,0.1555,0.5,0.61,1.0,0.5,0.683,1.0,0.2944,0.3323,0.4588,0
CLT-1019,TRN-2025,0.0,0.2931,0.8231,1.0,0.87,1.0,0.5,0.5,0.3,0.3332,0.2689,0.4949,0
CLT-1020,TRN-2001,1.0,0.2797,0.9181,0.5,0.61,1.0,0.0788,0.5,0.6,0.2097,0.4005,0.5264,0
CLT-1020,TRN-2002,1.0,0.3805,0.83,0.5,0.87,0.7,0.1739,0.9245,0.9,0.3884,0.278,0.6145,0
CLT-1020,TRN-2003,1.0,0.299,0.8174,0.5,0.87,0.3,0.0866,0.8642,1.0,0.1906,0.1929,0.5566,0
CLT-1020,TRN-2004,1.0,0.8372,0.6172,1.0,0.61,0.3,0.1408,0.9396,0.7,0.6391,0.9643,0.7348,1
CLT-1020,TRN-2005,1.0,0.2549,0.8388,1.0,0.61,1.0,0.0788,1.0,0.4,0.3685,0.3862,0.5865,0
CLT-1020,TRN-2006,1.0,0.2054,0.8098,1.0,0.61,0.3,0.1408,0.8189,1.0,0.2638,0.2828,0.5686,0
CLT-1020,TRN-2007,0.3,0.1996,0.7294,1.0,0.74,0.3,0.13,0.2,1.0,0.3735,0.189,0.4502,0
CLT-1020,TRN-2008,1.0,0.427,0.8293,1.0,0.74,1.0,1.0,0.4264,1.0,0.3038,0.3395,0.697,1
CLT-1020,TRN-2009,0.3,0.2365,0.7452,1.0,0.61,0.3,0.1858,0.5,1.0,0.3012,0.3145,0.4866,0
CLT-1020,TRN-2010,1.0,0.3209,0.64,1.0,0.61,1.0,0.156,0.2,1.0,0.3197,0.338,0.5572,0
CLT-1020,TRN-2011,0.3,0.1543,0.7051,1.0,1.0,1.0,0.1408,0.5,0.5,0.2712,0.1861,0.4774,0
CLT-1020,TRN-2012,0.3,0.5146,0.9116,1.0,0.74,1.0,0.1183,0.8189,0.2,0.2922,0.2422,0.5247,0
CLT-1020,TRN-2013,0.3,0.2756,0.6198,1.0,0.74,0.7,0.1183,0.5,0.5,0.2609,0.5288,0.488,0
CLT-1020,TRN-2014,0.3,0.2525,0.7522,1.0,0.87,1.0,0.1183,0.5,1.0,0.3509,0.3822,0.5547,0
CLT-1020,TRN-2015,1.0,0.1829,0.7366,1.0,0.61,1.0,1.0,0.5,0.1,0.2296,0.4041,0.5723,0
CLT-1020,TRN-2016,0.3,0.3408,0.5729,0.5,1.0,0.3,0.1858,0.4566,1.0,0.2452,0.3166,0.4842,0
CLT-1020,TRN-2017,1.0,0.3065,0.7844,1.0,1.0,0.7,0.0788,0.2,1.0,0.351,0.3273,0.5901,1
CLT-1020,TRN-2018,1.0,0.3182,0.6967,0.5,0.61,1.0,0.0788,1.0,1.0,0.3461,0.4215,0.6035,0
CLT-1020,TRN-2019,0.3,0.2536,0.8983,0.5,0.61,1.0,0.1408,0.5,0.7,0.2323,0.3235,0.4642,0
CLT-1020,TRN-2020,1.0,0.3778,0.7605,1.0,0.87,0.7,0.1634,0.4113,1.0,0.3498,0.2905,0.605,1
CLT-1020,TRN-2021,1.0,0.1625,0.5503,0.5,0.74,0.7,0.156,0.2,0.6,0.2974,0.33,0.4546,0
CLT-1020,TRN-2022,1.0,0.5905,0.9023,1.0,0.87,1.0,0.1858,0.4113,0.1,0.2054,0.3178,0.5759,0
CLT-1020,TRN-2023,0.3,0.3272,0.8836,0.5,0.74,0.7,0.0788,0.5,0.8,0.2892,0.3231,0.4802,0
CLT-1020,TRN-2024,1.0,0.2618,0.5885,0.5,0.61,0.3,0.1183,0.683,1.0,0.3554,0.4003,0.528,0
CLT-1020,TRN-2025,1.0,0.2877,0.6091,1.0,0.87,0.7,0.1032,0.5,0.3,0.3609,0.3057,0.5222,0
CLT-1021,TRN-2001,0.5,0.4435,0.6929,0.5,0.61,1.0,0.1239,0.5,0.6,0.2586,0.8171,0.5465,0
CLT-1021,TRN-2002,0.5,0.3011,0.73,1.0,0.87,0.7,0.0891,0.9245,0.9,0.2741,0.2945,0.5735,1
CLT-1021,TRN-2003,0.5,0.2976,0.9199,0.5,0.87,0.3,0.1158,0.8642,1.0,0.2147,0.3234,0.5425,1
CLT-1021,TRN-2004,0.5,0.3216,0.6346,1.0,0.61,0.3,1.0,0.9396,0.7,0.2764,0.2084,0.5754,0
CLT-1021,TRN-2005,0.5,0.5821,0.6039,1.0,0.61,1.0,0.1239,1.0,0.4,0.3712,0.3409,0.5629,0
CLT-1021,TRN-2006,0.5,0.2703,0.608,0.5,0.61,0.3,0.1158,0.8189,1.0,0.3189,0.4118,0.4974,0
CLT-1021,TRN-2007,0.5,0.3165,0.7364,1.0,0.74,0.3,0.0936,0.2,1.0,0.2512,0.3306,0.4924,0
CLT-1021,TRN-2008,0.5,0.32,0.6442,0.5,0.74,1.0,0.081,0.4264,1.0,0.3862,0.4293,0.5209,0
CLT-1021,TRN-2009,0.5,0.3544,0.8447,1.0,0.61,0.3,0.1126,0.5,1.0,0.2993,0.3748,0.5306,0
CLT-1021,TRN-2010,0.5,0.2568,0.5714,1.0,0.61,1.0,0.1052,0.2,1.0,0.2156,0.4272,0.4987,0
CLT-1021,TRN-2011,0.5,0.3456,0.8642,1.0,1.0,1.0,0.1158,0.5,0.5,0.3523,0.1685,0.5355,0
CLT-1021,TRN-2012,0.5,0.3838,0.923,0.5,0.74,1.0,0.1468,0.8189,0.2,0.2977,0.387,0.5126,0
CLT-1021,TRN-2013,0.5,0.3729,0.6843,0.5,0.74,0.7,0.1468,0.5,0.5,0.3746,0.4855,0.4928,0
CLT-1021,TRN-2014,0.5,0.3025,0.5665,1.0,0.87,1.0,0.1468,0.5,1.0,0.2533,0.3363,0.5529,0
CLT-1021,TRN-2015,0.5,0.3661,0.8948,1.0,0.61,1.0,0.081,0.5,0.1,0.3203,0.3675,0.485,0
CLT-1021,TRN-2016,0.5,0.4645,0.7122,1.0,1.0,0.3,0.1126,0.4566,1.0,0.2773,0.3793,0.5706,1
CLT-1021,TRN-2017,0.5,0.2817,0.5529,0.5,1.0,0.7,0.1239,0.2,1.0,0.1855,0.2799,0.4731,0
CLT-1021,TRN-2018,0.5,0.3512,0.6727,1.0,0.61,1.0,0.1239,1.0,1.0,0.325,0.2177,0.5723,1
CLT-1021,TRN-2019,0.5,0.275,0.7605,0.5,0.61,1.0,1.0,0.5,0.7,0.3403,0.6078,0.5942,0
CLT-1021,TRN-2020,0.5,0.2762,0.592,1.0,0.87,0.7,0.1361,0.4113,1.0,0.4102,0.3351,0.5391,0
CLT-1021,TRN-2021,0.5,0.2986,0.7948,0.5,0.74,0.7,0.1052,0.2,0.6,0.4154,0.3999,0.4622,0
CLT-1021,TRN-2022,0.5,0.3499,0.7528,0.5,0.87,1.0,0.1126,0.4113,0.1,0.356,0.4209,0.4666,0
CLT-1021,TRN-2023,0.5,0.2376,0.5837,0.5,0.74,0.7,0.1239,0.5,0.8,0.3298,0.3166,0.465,0
CLT-1021,TRN-2024,0.5,0.3065,0.5507,1.0,0.61,0.3,0.1468,0.683,1.0,0.3518,0.3187,0.5131,0
CLT-1021,TRN-2025,0.5,0.4538,0.6356,0.5,0.87,0.7,0.0808,0.5,0.3,0.237,0.5598,0.4908,0
CLT-1022,TRN-2001,0.0,0.3222,0.7048,0.5,0.61,0.3,0.5,0.5,0.6,0.3466,0.3253,0.4286,0
CLT-1022,TRN-2002,0.0,0.3843,0.8984,0.5,0.87,0.3,0.5,0.9245,0.9,0.3856,0.2502,0.5392,0
CLT-1022,TRN-2003,0.0,0.3642,0.134,0.5,0.87,0.3,0.5,0.8642,1.0,0.2131,0.2527,0.4613,0
CLT-1022,TRN-2004,0.0,0.2925,0.2448,1.0,0.61,0.3,0.5,0.9396,0.7,0.2981,0.3096,0.4623,0
CLT-1022,TRN-2005,0.0,0.4068,0.8172,1.0,0.61,0.3,0.5,1.0,0.4,0.2111,0.2843,0.4985,0
CLT-1022,TRN-2006,0.0,0.3468,0.1057,1.0,0.61,0.3,0.5,0.8189,1.0,0.3725,0.2333,0.4676,0
CLT-1022,TRN-2007,1.0,0.2325,0.3496,1.0,0.74,0.3,0.5,0.2,1.0,0.3626,0.277,0.5273,0
CLT-1022,TRN-2008,0.0,0.3375,0.3407,1.0,0.74,0.3,0.5,0.4264,1.0,0.2663,0.2381,0.4603,0
CLT-1022,TRN-2009,1.0,0.3371,0.8218,1.0,0.61,0.3,0.5,0.5,1.0,0.2607,0.2879,0.5914,0
CLT-1022,TRN-2010,0.0,0.3053,0.3913,1.0,0.61,0.3,0.5,0.2,1.0,0.2474,0.3315,0.4377,0
CLT-1022,TRN-2011,1.0,0.316,0.6299,1.0,1.0,0.3,0.5,0.5,0.5,0.2261,0.4203,0.5842,0
CLT-1022,TRN-2012,1.0,0.3174,0.6681,1.0,0.74,0.3,0.5,0.8189,0.2,0.2282,0.354,0.5528,0
CLT-1022,TRN-2013,1.0,0.3701,0.6331,1.0,0.74,0.3,0.5,0.5,0.5,0.3245,0.3825,0.5649,0
CLT-1022,TRN-2014,1.0,0.9412,0.9107,1.0,0.87,0.3,0.5,0.5,1.0,0.5592,0.9136,0.8106,1
CLT-1022,TRN-2015,0.0,0.4857,0.6798,1.0,0.61,0.3,0.5,0.5,0.1,0.2222,0.3884,0.44,0
CLT-1022,TRN-2016,1.0,0.271,0.3254,0.5,1.0,0.3,0.5,0.4566,1.0,0.3237,0.4151,0.5614,0
CLT-1022,TRN-2017,0.0,0.3772,0.7375,1.0,1.0,0.3,0.5,0.2,1.0,0.2569,0.2703,0.5124,0
CLT-1022,TRN-2018,0.0,0.4022,0.1235,0.5,0.61,0.3,0.5,1.0,1.0,0.2845,0.2248,0.4505,0
CLT-1022,TRN-2019,1.0,0.2795,0.7875,0.5,0.61,0.3,0.5,0.5,0.7,0.2919,0.3443,0.5276,0
CLT-1022,TRN-2020,0.0,0.3391,0.3584,1.0,0.87,0.3,0.5,0.4113,1.0,0.3934,0.3036,0.4914,0
CLT-1022,TRN-2021,0.0,0.274,0.2224,0.5,0.74,0.3,0.5,0.2,0.6,0.3854,0.2178,0.3543,0
CLT-1022,TRN-2022,0.0,0.2243,0.7638,1.0,0.87,0.3,0.5,0.4113,0.1,0.2365,0.4077,0.436,0
CLT-1022,TRN-2023,1.0,0.2698,0.7608,0.5,0.74,0.3,0.5,0.5,0.8,0.2237,0.3214,0.5395,0
CLT-1022,TRN-2024,0.0,0.1689,0.3173,0.5,0.61,0.3,0.5,0.683,1.0,0.2209,0.3074,0.4153,0
CLT-1022,TRN-2025,0.0,0.7033,0.7881,1.0,0.87,0.3,0.5,0.5,0.3,0.3832,0.3614,0.531,0
CLT-1023,TRN-2001,1.0,0.481,0.2506,1.0,0.61,1.0,0.4889,0.5,0.6,0.2897,0.3468,0.5639,0
CLT-1023,TRN-2002,1.0,0.2467,0.9478,1.0,0.87,1.0,0.3377,0.9245,0.9,0.2809,0.4916,0.6927,1
CLT-1023,TRN-2003,1.0,0.3029,0.6879,1.0,0.87,0.7,0.7248,0.8642,1.0,0.3376,0.6302,0.7238,1
CLT-1023,TRN-2004,1.0,0.3875,0.7486,1.0,0.61,1.0,0.5403,0.9396,0.7,0.3509,0.291,0.645,0
CLT-1023,TRN-2005,1.0,0.3311,0.6033,0.5,0.61,1.0,0.4889,1.0,0.4,0.3092,0.4213,0.5776,0
CLT-1023,TRN-2006,1.0,0.2274,0.566,1.0,0.61,1.0,0.3782,0.8189,1.0,0.2413,0.4444,0.6225,0
CLT-1023,TRN-2007,0.3,0.6884,0.6017,1.0,0.74,1.0,0.723,0.2,1.0,0.66,1.0,0.7149,1
CLT-1023,TRN-2008,1.0,0.3294,0.5983,1.0,0.74,1.0,0.4163,0.4264,1.0,0.24,0.3873,0.6136,0
CLT-1023,TRN-2009,0.3,0.3883,0.2513,1.0,0.61,1.0,0.527,0.5,1.0,0.333,0.4251,0.5414,0
CLT-1023,TRN-2010,1.0,0.3122,0.9189,0.5,0.61,1.0,0.6578,0.2,1.0,0.3209,0.304,0.5855,0
CLT-1023,TRN-2011,0.3,0.3248,0.235,0.5,1.0,1.0,0.3782,0.5,0.5,0.377,0.4359,0.4838,0
CLT-1023,TRN-2012,0.3,0.2828,0.8545,1.0,0.74,1.0,0.6316,0.8189,0.2,0.2815,0.3174,0.5438,0
CLT-1023,TRN-2013,0.3,0.3076,0.2284,0.5,0.74,1.0,0.6316,0.5,0.5,0.3849,0.2781,0.455,0
CLT-1023,TRN-2014,0.3,0.249,0.3756,1.0,0.87,1.0,0.6316,0.5,1.0,0.4131,0.3837,0.5705,0
CLT-1023,TRN-2015,1.0,0.3517,0.1097,1.0,0.61,1.0,0.4163,0.5,0.1,0.3814,0.364,0.4909,0
CLT-1023,TRN-2016,0.3,0.3008,0.94,0.5,1.0,0.7,0.527,0.4566,1.0,0.3178,0.2269,0.5525,0
CLT-1023,TRN-2017,1.0,0.3232,0.6843,1.0,1.0,1.0,0.4889,0.2,1.0,0.4137,0.339,0.6389,1
CLT-1023,TRN-2018,1.0,0.4011,0.6723,0.5,0.61,1.0,0.4889,1.0,1.0,0.3757,0.3655,0.6434,1
CLT-1023,TRN-2019,0.3,0.3248,0.2771,1.0,0.61,1.0,0.5403,0.5,0.7,0.2302,0.4227,0.5028,0
CLT-1023,TRN-2020,1.0,0.3156,0.8222,1.0,0.87,1.0,1.0,0.4113,1.0,0.2171,0.3605,0.6914,1
CLT-1023,TRN-2021,1.0,0.3992,0.7457,1.0,0.74,1.0,0.6578,0.2,0.6,0.4147,0.4203,0.6171,0
CLT-1023,TRN-2022,1.0,0.2444,0.7029,1.0,0.87,1.0,0.527,0.4113,0.1,0.2619,0.2726,0.5396,0
CLT-1023,TRN-2023,0.3,0.3075,0.3694,0.5,0.74,1.0,0.4889,0.5,0.8,0.3235,0.3941,0.4933,0
CLT-1023,TRN-2024,1.0,0.3111,0.9343,0.5,0.61,1.0,0.6316,0.683,1.0,0.2631,0.1323,0.6009,0
CLT-1023,TRN-2025,1.0,0.3371,0.1487,1.0,0.87,1.0,0.714,0.5,0.3,0.3077,0.2822,0.5492,0
CLT-1024,TRN-2001,0.0,0.3541,0.1012,1.0,0.61,1.0,0.5994,0.5,0.6,0.274,0.39,0.459,0
CLT-1024,TRN-2002,0.0,0.1547,0.6162,0.5,0.87,0.7,0.5553,0.9245,0.9,0.324,0.4914,0.5345,0
CLT-1024,TRN-2003,0.0,0.2318,0.8814,1.0,0.87,0.3,0.6409,0.8642,1.0,0.25,0.5639,0.6026,0
CLT-1024,TRN-2004,0.0,0.313,0.5818,1.0,0.61,0.3,0.315,0.9396,0.7,0.2731,0.3395,0.4811,0
CLT-1024,TRN-2005,0.0,0.263,0.9361,0.5,0.61,1.0,0.5994,1.0,0.4,0.2763,0.3211,0.5033,0
CLT-1024,TRN-2006,0.0,0.3322,0.9101,1.0,0.61,0.3,0.7019,0.8189,1.0,0.2221,0.2276,0.5454,0
CLT-1024,TRN-2007,1.0,0.4675,0.7053,1.0,0.74,0.3,0.4739,0.2,1.0,0.4,0.3717,0.6032,0
CLT-1024,TRN-2008,0.0,0.3604,0.7452,1.0,0.74,1.0,0.6883,0.4264,1.0,0.3527,0.4461,0.5808,0
CLT-1024,TRN-2009,1.0,0.3221,0.1452,0.5,0.61,0.3,0.3263,0.5,1.0,0.2519,0.3011,0.479,0
CLT-1024,TRN-2010,0.0,0.3802,0.7521,0.5,0.61,1.0,0.63,0.2,1.0,0.2732,0.3868,0.4961,0
CLT-1024,TRN-2011,1.0,0.3141,0.2015,1.0,1.0,1.0,0.7019,0.5,0.5,0.3036,0.2603,0.5784,0
CLT-1024,TRN-2012,1.0,0.3202,0.714,1.0,0.74,1.0,0.4146,0.8189,0.2,0.2969,0.2694,0.5739,0
CLT-1024,TRN-2013,1.0,0.2648,0.3855,0.5,0.74,0.7,0.4146,0.5,0.5,0.2495,0.3447,0.4935,0
CLT-1024,TRN-2014,1.0,0.2973,0.1271,1.0,0.87,1.0,0.4146,0.5,1.0,0.3645,0.1763,0.5671,0
CLT-1024,TRN-2015,0.0,0.1464,0.3903,1.0,0.61,1.0,0.6883,0.5,0.1,0.2888,0.4922,0.4349,0
CLT-1024,TRN-2016,1.0,0.3006,0.6152,0.5,1.0,0.3,0.3263,0.4566,1.0,0.321,0.3215,0.563,0
CLT-1024,TRN-2017,0.0,0.3162,0.8759,1.0,1.0,0.7,0.5994,0.2,1.0,0.3267,0.483,0.5761,0
CLT-1024,TRN-2018,0.0,0.4361,0.8909,0.5,0.61,1.0,0.5994,1.0,1.0,0.2726,0.385,0.5844,0
CLT-1024,TRN-2019,1.0,0.2768,0.107,0.5,0.61,1.0,0.315,0.5,0.7,0.3861,0.2157,0.4699,0
CLT-1024,TRN-2020,0.0,0.2094,0.7869,1.0,0.87,0.7,0.6528,0.4113,1.0,0.2197,0.3428,0.5381,0
CLT-1024,TRN-2021,0.0,0.3594,0.8298,0.5,0.74,0.7,0.63,0.2,0.6,0.3823,0.3736,0.4701,0
CLT-1024,TRN-2022,0.0,0.3119,0.8918,1.0,0.87,1.0,0.3263,0.4113,0.1,0.272,0.2316,0.4535,0
CLT-1024,TRN-2023,1.0,0.2525,0.3499,1.0,0.74,0.7,0.5994,0.5,0.8,0.4067,0.3248,0.5748,0
CLT-1024,TRN-2024,0.0,0.6232,0.7272,0.5,0.61,0.3,0.4146,0.683,1.0,0.3819,0.2043,0.5014,0
